,name,Incremento HP,Total HP,Incremento Magic Power,Total Magic Power,Incremento Attack Damage,Incremento Attack Speed,Incremento Attack Resistance,Total Attack Damage,Incremento Magic Resistance,Total Attack Speed,Total Attack Resistance,Total Magic Resistance,ms,rng,ID,Dificultad,AD,Defensa,AP,Pasiva,Posicion,Play Rate,TOP Play Rate,Jungle Play Rate,MID Play Rate,ADC Play Rate,Support Play Rate,portada,fondo,pasiva,Q,W,E,R
10,Bard,1513.0,2088.0,850.0,1200.0,51.0,34.0,68.0,103.0,8.5,34.625,102.0,38.5,330.0,500.0,432,9,4,4,5,Traveler's Call,Support,4.052535401590308,0.00120949697021,0.0,0.0,0.0,4.051325904620098,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/bard.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Bard_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Bard_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BardQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BardW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BardE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BardR.png
11,Blitzcrank,1615.0,2197.6,680.0,947.2,59.5,19.21,59.5,121.04,21.25,19.835,99.5,53.35,325.0,125.0,53,4,4,8,5,Mana Barrier,Support,5.66461472503373,0.0003860096713436,0.0,0.0,0.0,5.664228715362387,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/blitzcrank.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Blitzcrank_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Blitzcrank_ManaBarrier.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/RocketGrab.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/Overdrive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/PowerFist.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/StaticField.png
12,Brand,1496.0,2015.68,357.0,826.0,51.0,23.12,59.5,108.04,8.5,23.745,81.38,38.5,340.0,550.0,63,4,2,2,9,Blaze,Support,4.317440972044407,0.0031910132831074,0.0042718403628696,0.5467698324692292,0.0983809982364504,3.6648272876927503,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/brand.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Brand_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/BrandP.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BrandQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BrandW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BrandE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BrandR.png
13,Braum,1479.0,2019.0,765.0,1075.6,54.400000000000006,59.5,68.0,109.776,21.25,60.144,115.0,53.35,335.0,125.0,201,3,3,9,4,Concussive Blows,Support,3.1675181611116874,0.0,0.0,0.0,0.0006176154741498,3.166900545637537,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/braum.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Braum_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Braum_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BraumQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BraumW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BraumE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/BraumRWrapper.png
14,Caitlyn,1547.0,2028.0,595.0,908.7,48.96,68.0,59.5,110.96,8.5,68.568,87.5,38.5,325.0,650.0,51,6,8,2,2,Headshot,ADC,9.287650032309008,0.0013896348168371,0.0,0.0027792696336742,9.283481127858495,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/caitlyn.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Caitlyn_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Caitlyn_Headshot.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CaitlynQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CaitlynW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CaitlynE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CaitlynR.png
15,Camille,1445.0,2020.6,544.0,882.8,59.5,42.5,64.6,127.5,21.25,43.144,99.6,53.35,340.0,125.0,164,4,8,6,3,Adaptive Defenses,TOP,7.829254026016537,7.456008407805322,0.0784371652170287,0.2803974252640241,0.0,0.0144110277301627,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/camille.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Camille_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Camille_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CamilleQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CamilleW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CamilleE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CamilleR.png
16,Cassiopeia,1530.0,2105.0,680.0,1030.0,51.0,25.5,59.5,104.0,8.5,26.147,79.5,38.5,328.0,550.0,69,10,2,3,9,Serpentine Grace,MID,1.985942557128788,0.2784931108853955,0.0,1.537862530633084,0.1688663642238001,0.0007205513865081,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/cassiopeia.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Cassiopeia_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Cassiopeia_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CassiopeiaQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CassiopeiaW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CassiopeiaE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CassiopeiaR.png
17,Cho'Gath,1360.0,1934.4,680.0,952.2,71.4,24.48,59.5,140.4,21.25,25.105,97.5,53.35,345.0,125.0,31,5,3,7,7,Carnivore,TOP,3.10233399461079,2.382168617773995,0.1312175542787499,0.4248165103027268,0.1198431359631571,0.0442881762921609,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/chogath.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Chogath_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/GreenTerror_TailSpike.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/Rupture.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FeralScream.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/VorpalSpikes.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/Feast.png
18,Corki,1479.0,1997.0,578.0,928.16,42.5,39.1,59.5,97.5,8.5,39.73799999999999,87.5,38.5,325.0,550.0,42,6,8,3,6,Hextech Munitions,MID,2.446838104713101,0.0481225390275078,0.0,2.2578220356451624,0.1408935300404306,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/corki.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Corki_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Corki_RapidReload.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/PhosphorusBomb.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/CarpetBomb.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GGun.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/MissileBarrage.png
19,Darius,1700.0,2282.24,637.5,900.5,85.0,17.0,68.0,149.0,21.25,17.625,107.0,53.35,340.0,175.0,122,2,9,5,1,Hemorrhage,TOP,6.047536319006627,5.773057708703205,0.1523708842683817,0.120151943700232,0.0019557823348078,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/darius.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Darius_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Darius_Icon_Hemorrhage.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DariusCleave.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DariusNoxianTacticsONH.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DariusAxeGrabCone.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DariusExecute.png
20,Diana,1615.0,2209.0,340.0,712.0,51.0,38.25,61.2,104.04,21.25,38.875,92.2,53.35,345.0,150.0,131,4,7,6,8,Moonsilver Blade,Jungle,11.110310498459436,0.1119942726458363,7.746596488392818,3.251436663661796,0.0,0.0002830737589853,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/diana.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Diana_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Diana_Passive_LunarBlade.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DianaQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DianaOrbs.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DianaTeleport.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DianaR.png
21,Dr. Mundo,1513.0,2095.52,0.0,0.0,59.5,47.6,59.5,120.77,21.25,48.225,95.5,53.35,345.0,125.0,36,5,5,7,6,Goes Where He Pleases,TOP,10.259956926467474,8.529501303812,1.4417203884904268,0.1966590605605426,0.0009006892331351,0.0911754843713691,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/draven.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/DrMundo_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/DrMundo_P.Dr_Mundo_VGU.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DrMundoQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DrMundoW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DrMundoE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DrMundoR.png
22,Draven,1496.0,2070.0,663.0,1023.56,61.37,45.900000000000006,56.1,121.37,8.5,46.57900000000001,85.1,38.5,330.0,550.0,119,8,9,3,1,League of Draven,ADC,7.304924222441419,0.1482019798178703,0.0,0.048714420523568,7.108007822099981,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/drmundo.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Draven_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Draven_passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DravenSpinning.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DravenFury.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DravenDoubleShot.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/DravenRCast.png
23,Ekko,1445.0,2030.0,850.0,1130.0,51.0,56.1,51.0,109.0,21.25,56.725,83.0,53.25,340.0,125.0,245,8,5,3,7,Z-Drive Resonance,Jungle,9.296039309166211,0.1194313923137239,5.268285728476165,3.908039114617337,0.0,0.0002830737589853,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/ekko.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ekko_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Ekko_P.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EkkoQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EkkoW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EkkoE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EkkoR.png
24,Elise,1581.0,2115.0,850.0,1174.0,51.0,29.75,56.95,106.0,8.5,30.375,83.95,38.5,330.0,550.0,60,9,6,5,7,Spider Queen,Jungle,4.967506992565196,0.002367525984241,4.952632753229421,0.0034998210201823,0.0,0.0090068923313517,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/elise.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Elise_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/ElisePassive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EliseHumanQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EliseHumanW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EliseHumanE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EliseR.png
25,Evelynn,1428.0,2000.0,714.0,1029.6,51.0,35.7,59.5,112.0,21.25,36.367,96.5,53.35,335.0,125.0,28,10,4,2,7,Demon Shade,Jungle,4.471999244450402,0.0022645900718827,4.467830339999892,0.0019043143786286,0.0,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/evelynn.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Evelynn_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Evelynn_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EvelynnQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EvelynnW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EvelynnE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EvelynnR.png
26,Ezreal,1462.0,1953.0,714.0,1074.6,42.5,25.5,59.5,102.5,8.5,26.125,81.5,38.5,325.0,550.0,81,7,7,2,6,Rising Spell Force,ADC,37.15968422350166,0.0914070901741753,0.0,0.8131165056963447,36.24376047533745,0.0114001522936823,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/ezreal.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Ezreal_RisingSpellForce.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EzrealQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EzrealW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EzrealE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/EzrealR.png
27,Fiddlesticks,1360.0,1884.4,476.0,976.0,44.625,35.87,59.5,92.985,8.5,36.495,89.5,38.5,335.0,480.0,9,9,2,3,9,A Harmless Scarecrow,Jungle,5.656534255913604,0.0034998210201823,5.368159297441811,0.0137676782779233,0.0,0.2711074591736871,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/fiddlesticks.png,https://images.contentstack.io/v3/assets/blt731acb42bb3d1659/blteafcbfed69c501b5/61e2114879b5bd5a1ef7b2ea/011422_Fiddlesticks_Splash_v1.jpg,https://images.contentstack.io/v3/assets/blt731acb42bb3d1659/bltc125289854348350/61eb04942b2fd027e7188a28/012422_Fiddlesticks_A_Harmless_Scarecrow_Icon.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FiddleSticksQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FiddleSticksW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FiddleSticksE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FiddleSticksR.png
28,Fiora,1445.0,1995.0,680.0,980.0,56.1,54.400000000000006,59.5,124.1,21.25,55.09,92.5,53.35,345.0,150.0,114,3,10,4,2,Duelist's Dance,TOP,5.838138939291744,5.699947476950719,0.0,0.1381914623410251,0.0,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/fiora.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Fiora_P.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FioraQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FioraW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FioraE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FioraR.png
29,Fizz,1666.0,2236.0,629.0,946.2,51.0,52.7,57.8,109.04,21.25,53.358,80.21199999999999,53.35,335.0,175.0,105,6,6,4,7,Nimble Fighter,MID,3.383889448888845,0.0817053804344049,0.0,3.301128975352768,0.0,0.0010550931016726,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/fizz.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Fizz_P.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FizzQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FizzW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FizzE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/FizzR.png
30,Galio,1904.0,2466.0,680.0,1180.0,59.5,25.5,59.5,118.5,21.25,26.125,83.5,53.25,335.0,150.0,3,5,1,10,6,Colossal Smash,MID,5.102069963995591,0.1023697648403348,0.0,3.0958232981541274,0.0050181257274673,1.8988587752736612,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/galio.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Galio_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GalioQ.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GalioW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GalioE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GalioR.png
31,Gangplank,1394.0,1934.0,680.0,962.0,51.0,54.400000000000006,51.0,115.0,21.25,55.05800000000001,86.0,53.35,345.0,125.0,41,9,7,6,4,Trial by Fire,TOP,3.492203762667873,3.0755963913757207,0.0,0.416607371292152,0.0,0.0,https://cdn.mobalytics.gg/assets/lol/images/dd/champions/icons/gangplank.png,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_0.jpg,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/passive/Gangplank_Passive.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GangplankQWrapper.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GangplankW.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GangplankE.png,https://ddragon.leagueoflegends.com/cdn/12.11.1/img/spell/GangplankR.png
